System,Molecular_Weight,DOCK_Rotatable_Bonds,Formal_Charge,HBond_Acceptors,HBond_Donors,Stereocenters,cLogP,TPSA,SA_Score,QED,ESOL,num_of_PAINS,SMILES
2P95 , 441.938 , 7 , -0.0019998 , 8 , 2 , 2 , 3.6333 , 80.2 , 3.07047 , 0.622477 , -5.3534 , 0 , O=C(N[C@H]1CCC[C@H]1NC(=O)c1ccc(Cl)s1)c1ccc(-n2ccccc2=O)cc1
2PCP , 244.4 , 2 , 1.004 , 1 , 1 , 0 , 2.9148 , 4.44 , 3.62486 , 0.815695 , -3.53384 , 0 , c1ccc(C2([NH+]3CCCCC3)CCCCC2)cc1
2PHH , 557.304 , 15 , -0.00500012 , 19 , 7 , 8 , -6.6871 , 309.16 , 5.34721 , 0.163325 , 1.55415 , 0 , Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O-])([O-])O[P]([O-])([O-])OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
2PJL , 333.497 , 6 , 1 , 2 , 2 , 0 , 4.58262 , 21.54 , 2.87846 , 0.705594 , -5.34312 , 0 , Cc1ccc(-n2cc(C[NH2+]CC3CCCCC3)c3ccccc32)cc1
2PK4 , 131.175 , 6 , -0.00200003 , 3 , 3 , 0 , -1.4614 , 67.77 , 4.38758 , 0.463144 , 0.447413 , 0 , [NH3+]CCCCCC(=O)[O-]
2PR3 , 546.019 , 10 , 0.00200008 , 11 , 2 , 2 , 4.8095 , 104.81 , 3.13397 , 0.463845 , -6.90799 , 0 , CO[C@@H]1C[C@H](C(=O)Nc2ccc(-c3ccccc3S(C)(=O)=O)cc2F)N(C(=O)Nc2ccc(Cl)cc2)C1
2Q1J , 558.073 , 13 , 0.00299883 , 10 , 2 , 0 , 6.3549 , 95.58 , 2.69581 , 0.314664 , -8.12325 , 0 , CCCCN(C(=O)Nc1ccc(Cl)cc1)C1(C(=O)Nc2ccc(-c3ccccc3S(C)(=O)=O)cc2F)CC1
2Q1L , 575.632 , 17 , -0.997 , 9 , 3 , 2 , 5.118 , 114.62 , 3.62719 , 0.217919 , -7.31057 , 0 , CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1C(=O)Nc1ccccc1
2Q5P , 526.489 , 12 , -0.996001 , 10 , 0 , 1 , 4.65342 , 89.82 , 3.22112 , 0.334755 , -6.65584 , 0 , COc1ccc(C(=O)n2c(C)c(Cc3cccc(O[C@@H](C)C(=O)[O-])c3)c3cc(OC(F)(F)F)ccc32)cc1
2Q5S , 427.33 , 5 , -1.002 , 6 , 0 , 0 , 5.5111 , 45.06 , 2.52142 , 0.421948 , -6.65052 , 0 , O=C([O-])c1c(Sc2ccccc2)c2cc(Cl)ccc2n1Cc1ccc(Cl)cc1
2Q61 , 392.885 , 5 , -1 , 5 , 0 , 0 , 4.8577 , 45.06 , 2.46159 , 0.486978 , -5.93866 , 0 , O=C([O-])c1c(Sc2ccccc2)c2cc(Cl)ccc2n1Cc1ccccc1
2Q6B , 521.609 , 14 , -1.001 , 8 , 2 , 2 , 3.6526 , 105.83 , 3.82875 , 0.4254 , -5.87439 , 0 , CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c1C(=O)N(c1ccccc1)CCC2
2Q6C , 555.626 , 14 , -1.001 , 8 , 2 , 2 , 4.5169 , 107.52 , 3.77017 , 0.264651 , -6.73958 , 0 , CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(-c3ccccc3)c(=O)c21
2Q6R , 422.911 , 7 , -1.001 , 6 , 0 , 0 , 4.8663 , 54.29 , 2.54472 , 0.444678 , -6.13908 , 0 , COc1cccc(Cn2c(C(=O)[O-])c(Sc3ccccc3)c3cc(Cl)ccc32)c1
2Q6S , 403.201 , 6 , -1.003 , 9 , 1 , 0 , 3.1915 , 104.24 , 2.51214 , 0.706554 , -4.7711 , 0 , O=C(Nc1ccc(Oc2ncccn2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl
2QA6 , 242.234 , 4 , -0.00300002 , 5 , 4 , 0 , 2.3467 , 89.37 , 2.42668 , 0.527301 , -3.10161 , 0 , Oc1ccc(-c2n[nH]c3cc(O)ccc23)c(O)c1
2QD9 , 550.522 , 9 , -0.00499979 , 13 , 2 , 1 , 2.1451 , 133.65 , 3.67735 , 0.290986 , -4.96424 , 0 , COc1nc2[nH]cc(C(=O)C(=O)N3CC[C@@H](O)C3)c2cc1C(=O)N1CCn2c(cnc2-c2ccc(F)cc2F)C1
2QE4 , 326.392 , 6 , 0.00100005 , 4 , 2 , 3 , 4.2616 , 58.92 , 3.50362 , 0.885083 , -5.06563 , 0 , COCc1cc(O)cc2c1O[C@@H](c1ccc(O)cc1)[C@H]1CCC[C@@H]21
2QGT , 316.44 , 6 , 9.53674e-07 , 3 , 2 , 6 , 3.4817 , 49.69 , 4.04795 , 0.877377 , -4.42561 , 0 , COC[C@H]1C[C@]2(C)[C@@H](O)CC[C@H]2[C@@H]2CCc3cc(O)ccc3[C@@H]12
2QGW , 260.679 , 3 , 0.00100005 , 5 , 2 , 0 , 3.0901 , 58.28 , 2.25886 , 0.706332 , -3.77497 , 0 , Oc1ccc(-n2nc3ccc(O)cc3c2Cl)cc1
2QH6 , 424.45 , 12 , 0.00200199 , 7 , 2 , 4 , 3.1482 , 102.29 , 4.43948 , 0.696573 , -4.87402 , 0 , CCOC(=O)[C@@H]1[C@H]2O[C@H](C(c3ccc(O)cc3)=C2c2ccc(O)cc2)[C@@H]1C(=O)OCC
2QOH , 372.426 , 6 , -0.00300008 , 6 , 1 , 0 , 4.0023 , 71.11 , 2.39731 , 0.588467 , -5.1718 , 0 , COc1ccccc1-c1c[nH]c2ncc(-c3cncc(C(=O)N(C)C)c3)cc12
2QVD , 336.367 , 4 , 1 , 5 , 0 , 0 , 3.0963 , 40.8 , 2.78711 , 0.663102 , -4.27007 , 0 , COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2
2QWC , 290.25 , 10 , -0.997001 , 9 , 5 , 5 , -4.4013 , 159.38 , 4.55692 , 0.345798 , 1.60182 , 0 , CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
2QWD , 290.273 , 10 , -0.000999093 , 9 , 7 , 5 , -5.1517 , 166.79 , 5.10907 , 0.341406 , 2.15821 , 0 , CC(=O)N[C@@H]1[C@@H]([NH3+])C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
2QWE , 332.314 , 11 , -0.00199962 , 11 , 9 , 5 , -6.7302 , 202.79 , 5.11085 , 0.186548 , 3.05712 , 0 , CC(=O)N[C@@H]1[C@@H](NC(N)=[NH2+])C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
2QWF , 341.367 , 10 , 0.00100321 , 10 , 6 , 3 , -4.5759 , 162.41 , 4.76648 , 0.282502 , 1.40022 , 0 , CCCN(C)C(=O)[C@@H]1OC(C(=O)[O-])=C[C@H](NC(N)=[NH2+])[C@H]1NC(C)=O
2QWG , 299.327 , 10 , -0.00100219 , 8 , 4 , 3 , -2.9974 , 126.41 , 4.67644 , 0.561484 , 0.50155 , 0 , CCN(CC)C(=O)[C@@H]1OC(C(=O)[O-])=C[C@H]([NH3+])[C@H]1NC(C)=O
2QWH , 284.356 , 10 , 1.66893e-06 , 6 , 4 , 3 , -1.2446 , 106.1 , 4.81691 , 0.63652 , -0.697003 , 0 , CCC(CC)O[C@@H]1C=C(C(=O)[O-])C[C@H]([NH3+])[C@H]1NC(C)=O
2QWI , 341.367 , 10 , 1.19209e-06 , 10 , 6 , 3 , -4.5759 , 162.41 , 4.76648 , 0.282502 , 1.40022 , 0 , CCCN(C)C(=O)[C@@H]1OC(C(=O)[O-])=C[C@H](NC(N)=[NH2+])[C@H]1NC(C)=O
2QWJ , 299.327 , 10 , -0.00100219 , 8 , 4 , 3 , -2.9974 , 126.41 , 4.67644 , 0.561484 , 0.50155 , 0 , CCN(CC)C(=O)[C@@H]1OC(C(=O)[O-])=C[C@H]([NH3+])[C@H]1NC(C)=O
2QWK , 284.356 , 10 , -0.000998497 , 6 , 4 , 3 , -1.2446 , 106.1 , 4.81691 , 0.63652 , -0.697003 , 0 , CCC(CC)O[C@@H]1C=C(C(=O)[O-])C[C@H]([NH3+])[C@H]1NC(C)=O
2QXM , 224.265 , 2 , -9.36911e-07 , 4 , 2 , 0 , 2.2175 , 56.73 , 2.24899 , 0.688624 , -2.88835 , 0 , Cn1c(N)nc2ncc(-c3ccccc3)cc21
2R4F , 524.612 , 18 , -0.999997 , 9 , 2 , 3 , 3.1525 , 118.72 , 3.91758 , 0.378332 , -5.51644 , 0 , CC(C)c1c(C(=O)N(C)[C@H](C)c2ccccc2)nn(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-]
2R6W , 488.627 , 10 , 1.003 , 6 , 3 , 0 , 4.9041 , 71.2 , 3.33261 , 0.324053 , -6.59579 , 0 , C[C@H]1CC[N@H+](CCOc2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1
2R6Y , 460.574 , 9 , 1 , 6 , 3 , 0 , 4.268 , 71.2 , 3.31206 , 0.360908 , -5.9392 , 0 , O=C(c1ccc(OCC[NH+]2CCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
2RA0 , 529.529 , 8 , 1 , 12 , 5 , 0 , 2.6232 , 135.22 , 3.60112 , 0.305688 , -5.17683 , 0 , C[NH+](C)Cc1nccn1-c1ccc(-c2ccc3c(C(N)=O)nn(-c4ccc5onc(N)c5c4)c3c2F)c(F)c1
2RF2 , 372.242 , 4 , 0 , 7 , 3 , 0 , 1.8138 , 96.26 , 2.33717 , 0.844548 , -3.55596 , 0 , NC(=O)c1[nH]c2ccc(Br)cc2c1S(=O)(=O)N1CCCC1
2RGP , 444.515 , 8 , 0.000999734 , 9 , 3 , 0 , 4.1593 , 97.25 , 2.80566 , 0.436795 , -5.75583 , 0 , Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCCCC1
2RGU , 473.558 , 7 , 1.001 , 10 , 3 , 1 , -1.85219 , 116.03 , 4.45229 , 0.354157 , -1.49552 , 0 , CC#CC[N+]1=c2c(n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c2=O)=N[C]1N1CCC[C@@H]([NH3+])C1
2RKI , 397.952 , 6 , -0.000999987 , 6 , 0 , 0 , 6.0006 , 30.71 , 2.02737 , 0.373325 , -6.817 , 0 , Clc1ccccc1CSc1nnc(-c2cccs2)n1Cc1ccccc1
2SIM , 290.25 , 10 , -0.998999 , 9 , 5 , 5 , -4.4013 , 159.38 , 4.55692 , 0.345798 , 1.60182 , 0 , CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
2SRC , 502.168 , 11 , -3.998 , 18 , 5 , 4 , -7.7946 , 311.22 , 5.4128 , 0.25484 , 2.73486 , 0 , Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O-])([O-])O[P]([O-])([O-])N[P]([O-])([O-])[O-])[C@@H](O)[C@H]1O
2STD , 334.672 , 8 , -0.00100099 , 5 , 1 , 3 , 4.7372 , 29.1 , 3.429 , 0.791879 , -5.47325 , 0 , CC[C@@]1(C(=O)N[C@H](C)c2ccc(Cl)cc2)[C@@H](C)C1(Cl)Cl
2TMN , 208.154 , 8 , -1.999 , 6 , 3 , 1 , -2.7655 , 124.3 , 4.16701 , 0.474973 , 0.920073 , 0 , CC(C)C[C@H](N[P]([O-])([O-])[O-])C(N)=O
2USN , 414.509 , 10 , 0.00200066 , 9 , 3 , 1 , 4.19699 , 96.11 , 2.74575 , 0.505043 , -5.58418 , 0 , O=C(C[C@@H](NC(=O)OCc1ccccc1)c1ccccc1)Nc1n[nH]c(=S)s1
2UWL , 447.963 , 9 , 0.00100102 , 11 , 1 , 2 , 1.1398 , 96.02 , 3.60246 , 0.707252 , -3.54146 , 0 , C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)/C=C/c2ccc(Cl)s2)C1=O
2UWO , 461.99 , 9 , -0.00199993 , 11 , 1 , 2 , 1.5299 , 96.02 , 3.6799 , 0.694828 , -3.92303 , 0 , C/C(=C\S(=O)(=O)N[C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)c1ccc(Cl)s1
2V3F , 210.251 , 13 , 1 , 6 , 6 , 0 , -4.4284 , 105.59 , 4.84507 , 0.238973 , 2.15224 , 0 , OCC[NH+](CCO)C(CO)(CO)CO
2VES , 420.489 , 8 , -2.08616e-07 , 7 , 3 , 1 , 3.388 , 95.5 , 2.55232 , 0.329334 , -5.02615 , 0 , O=C(NO)[C@@H](Cc1ccc2ccccc2c1)NS(=O)(=O)c1ccc2ccccc2c1
2VT4 , 287.362 , 10 , 4.04567e-06 , 5 , 3 , 1 , 2.16738 , 81.07 , 3.09608 , 0.786943 , -3.2499 , 0 , CC(C)(C)NC[C@H](O)COc1cccc2[nH]c(C#N)cc12
2W26 , 435.888 , 6 , -0.00299999 , 10 , 1 , 1 , 1.04429 , 88.18 , 3.78866 , 0.55306 , -3.39367 , 1 , O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)C1=[S+]C(Cl)=C[CH]1
2Y00 , 301.385 , 11 , 0.00299901 , 4 , 4 , 1 , 2.9568 , 72.72 , 2.50384 , 0.593701 , -3.92032 , 1 , C[C@H](CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
2Y01 , 301.385 , 11 , 0.00299901 , 4 , 4 , 1 , 2.9568 , 72.72 , 2.50384 , 0.593701 , -3.92032 , 1 , C[C@H](CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
2Y02 , 368.432 , 11 , 9.98378e-07 , 6 , 4 , 2 , 2.4965 , 94.58 , 3.03517 , 0.515332 , -4.01878 , 0 , COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1
2Y03 , 211.261 , 9 , -0.000997961 , 4 , 4 , 1 , 1.1292 , 72.72 , 2.59874 , 0.56362 , -1.98815 , 1 , CC(C)NC[C@H](O)c1ccc(O)c(O)c1
2Y04 , 239.315 , 11 , 0.00400107 , 4 , 4 , 1 , 1.306 , 72.72 , 2.73592 , 0.639346 , -2.30148 , 0 , CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1
2YPI , 153.008 , 3 , -3 , 6 , 0 , 0 , -4.4886 , 118.54 , 5.32997 , 0.379769 , 2.54132 , 0 , O=C([O-])CO[P]([O-])([O-])[O-]
2Z4B , 318.32 , 3 , -2.98023e-08 , 5 , 2 , 3 , 4.3604 , 49.69 , 3.65287 , 0.820537 , -5.09319 , 0 , Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CC(F)(F)C[C@@H]32)cc1
2Z60 , 372.426 , 6 , -0.00199796 , 6 , 1 , 0 , 4.0023 , 71.11 , 2.39731 , 0.588467 , -5.1718 , 0 , COc1ccccc1-c1c[nH]c2ncc(-c3cncc(C(=O)N(C)C)c3)cc12
2ZAS , 212.291 , 5 , 2.98023e-08 , 1 , 1 , 0 , 3.7181 , 20.23 , 1.68001 , 0.804023 , -3.92022 , 0 , CC(C)(c1ccccc1)c1ccc(O)cc1
2ZD1 , 366.425 , 8 , -1.92225e-06 , 6 , 2 , 0 , 4.9891 , 97.42 , 2.68251 , 0.62246 , -5.86055 , 0 , Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
2ZDT , 444.894 , 7 , -0.996 , 6 , 0 , 0 , 4.3264 , 79.2 , 2.53761 , 0.414825 , -5.88266 , 0 , CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(C(=O)[O-])cc1
2ZEC , 349.453 , 6 , 0.995999 , 4 , 3 , 0 , 2.13798 , 57.18 , 3.7975 , 0.919351 , -3.63831 , 0 , [NH3+]Cc1ccc2c(c1)C1(CCN(C(=O)[CH][CH]c3ccccc3)CC1)CO2
2ZFX , 458.638 , 22 , -2.98023e-06 , 5 , 3 , 2 , 4.92734 , 79.15 , 3.44604 , 0.446479 , -6.4016 , 0 , CCC(CC)(c1ccc(OC[C@@H](O)CO)c(C)c1)c1ccc(OC[C@H](O)C(C)(C)C)c(C)c1
2ZL9 , 494.736 , 20 , 0.00599698 , 6 , 4 , 5 , 4.5416 , 90.15 , 5.04105 , 0.336163 , -6.35734 , 0 , CCC(O)(CC)CS[C@@H](C)C1=CC[C@H]2/C(=C/C=C3C[C@@H](O)C(OCCO)[C@H](O)C3)CCC[C@]12C
2ZLA , 494.736 , 20 , 0.00100309 , 6 , 4 , 5 , 4.5416 , 90.15 , 5.04105 , 0.336163 , -6.35734 , 0 , CCC(O)(CC)CS[C@H](C)C1=CC[C@H]2/C(=C/C=C3C[C@@H](O)C(OCCO)[C@H](O)C3)CCC[C@]12C
2ZLC , 416.644 , 15 , -2.02656e-06 , 3 , 3 , 6 , 5.7047 , 60.69 , 4.51606 , 0.510527 , -6.71896 , 0 , C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O
2ZM3 , 426.313 , 5 , 0.00199989 , 5 , 2 , 0 , 3.7679 , 61.44 , 2.29995 , 0.577853 , -5.35492 , 0 , O=C1NC(=O)c2ccc(Br)cc2/C1=C/Nc1ccc(CN2CCCC2)cc1
2ZMH , 506.769 , 13 , 0.00500709 , 3 , 3 , 7 , 6.897 , 60.69 , 6.10335 , 0.349135 , -8.2001 , 0 , C=C1[C@H](O)CC(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)C[C@H]1O
2ZMI , 520.796 , 14 , 0.0020031 , 3 , 3 , 7 , 7.2871 , 60.69 , 6.11857 , 0.316523 , -8.57845 , 0 , C=C1[C@H](O)CC(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@H](C)/C=C/C[C@@H](O)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)C[C@H]1O
2ZMJ , 534.823 , 15 , 0.000998974 , 3 , 3 , 7 , 7.6772 , 60.69 , 6.15212 , 0.2883 , -8.95681 , 0 , C=C1[C@H](O)CC(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@H](C)/C=C/C[C@@H](O)C[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)C[C@H]1O
2ZNP , 468.468 , 15 , -1.001 , 9 , 1 , 1 , 4.272 , 78.46 , 3.08243 , 0.395225 , -5.98056 , 0 , CCCCOc1ccc(C[C@H](CC)C(=O)[O-])cc1CNC(=O)c1ccc(C(F)(F)F)cc1F
2ZXM , 430.671 , 16 , 0.00799704 , 3 , 3 , 7 , 5.9523 , 60.69 , 4.70528 , 0.437522 , -6.98801 , 0 , C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)[C@H](CCO)CCCC)C[C@@H](O)C[C@@H]1O
2ZXN , 430.671 , 16 , -0.00199896 , 3 , 3 , 7 , 5.9523 , 60.69 , 4.70528 , 0.437522 , -6.98801 , 0 , C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@@H](C)[C@H](CCO)CCCC)C[C@@H](O)C[C@@H]1O
3A2H , 426.596 , 10 , 0.00199889 , 4 , 2 , 7 , 5.0253 , 66.76 , 4.87154 , 0.489622 , -6.28733 , 0 , C=C1C[C@H](C[C@H](C)[C@H]2CC[C@H]3/C(=C/C=C4/C[C@@H](O)C[C@H](O)C4=C)CCC[C@@]32C)OC1=O
3A2I , 426.596 , 10 , -0.00100005 , 4 , 2 , 7 , 5.0253 , 66.76 , 4.87154 , 0.489622 , -6.28733 , 0 , C=C1C[C@H](C[C@H](C)[C@H]2CC[C@H]3/C(=C/C=C4/C[C@@H](O)C[C@H](O)C4=C)CCC[C@@]32C)OC1=O
3A2J , 426.596 , 10 , -0.00100005 , 4 , 2 , 7 , 5.0253 , 66.76 , 4.87154 , 0.489622 , -6.28733 , 0 , C=C1C[C@H](C[C@H](C)[C@H]2CC[C@H]3/C(=C/C=C4/C[C@@H](O)C[C@H](O)C4=C)CCC[C@@]32C)OC1=O
3A3Z , 458.681 , 14 , -0.00100001 , 4 , 3 , 8 , 5.3296 , 69.92 , 5.11535 , 0.532858 , -6.7244 , 0 , C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@]4(C)C[C@H](CC(C)(C)O)CO4)CC[C@@H]23)C[C@@H](O)[C@H](C)[C@@H]1O
3A40 , 458.681 , 14 , 4.08292e-06 , 4 , 3 , 8 , 5.3296 , 69.92 , 5.11535 , 0.532858 , -6.7244 , 0 , C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@]4(C)C[C@@H](CC(C)(C)O)CO4)CC[C@@H]23)C[C@@H](O)[C@H](C)[C@@H]1O
3A78 , 416.644 , 15 , -0.00200113 , 3 , 3 , 6 , 5.7047 , 60.69 , 4.51606 , 0.510527 , -6.71896 , 0 , C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@H](O)C[C@@H]1O
3AFR , 474.768 , 20 , -0.000999004 , 3 , 3 , 9 , 7.0568 , 60.69 , 4.95658 , 0.329091 , -8.09418 , 0 , CCCC[C@@H](C[C@@H](O)C(C)C)[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@H]3C)CCC[C@@]21C
3B50 , 308.265 , 11 , -1 , 10 , 6 , 6 , -5.2065 , 179.61 , 4.59651 , 0.297057 , 2.08088 , 0 , CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
3BEL , 435.461 , 12 , 0.00400096 , 10 , 3 , 0 , 3.3364 , 112.47 , 2.80263 , 0.238808 , -5.07567 , 0 , COCCO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1
3BGL , 587.689 , 16 , -1.002 , 11 , 2 , 2 , 2.7475 , 132.13 , 3.76852 , 0.337305 , -5.63243 , 0 , CC(C)c1c(S(=O)(=O)N2CCOCC2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-]
3BGR , 366.425 , 8 , -1.92225e-06 , 6 , 2 , 0 , 4.9891 , 97.42 , 2.68251 , 0.62246 , -5.86055 , 0 , Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
3BGS , 265.292 , 5 , 1 , 7 , 5 , 3 , -2.3809 , 106.44 , 5.18475 , 0.427625 , 0.260365 , 0 , O=c1[nH]cnc2c(C[N@H+]3C[C@@H](O)[C@H](CO)C3)c[nH]c12
3BIR , 361.208 , 7 , -2.001 , 13 , 5 , 4 , -4.9039 , 217.69 , 4.5947 , 0.390655 , 1.50537 , 0 , Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O[P]([O-])([O-])[O-])c(=O)[nH]1
3BIZ , 478.955 , 7 , 1.001 , 8 , 3 , 0 , 3.1545 , 85 , 3.40656 , 0.293823 , -5.23799 , 0 , Cn1c2cc(OCCC[NH+](C)C)c(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O
3BKL , 528.584 , 16 , -0.998 , 9 , 5 , 2 , 1.4475 , 154.58 , 3.55017 , 0.176825 , -4.27787 , 0 , O=C(CCC(O)(O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
3BQD , 488.627 , 9 , 1.08778e-06 , 6 , 3 , 8 , 3.7298 , 95.58 , 4.78978 , 0.614386 , -5.7383 , 0 , CC1=C[C@H]2[C@@H]3C[C@@H](C)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)Cc3cnn(-c4ccccc4)c3C=C12
3BWM , 399.451 , 12 , 1 , 12 , 7 , 6 , -3.9737 , 187.08 , 5.09098 , 0.343563 , 0.574838 , 0 , C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
3BZ3 , 507.496 , 9 , 0.000997066 , 14 , 3 , 0 , 3.1365 , 129.21 , 2.91217 , 0.454364 , -5.4096 , 0 , CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O
3C4F , 238.289 , 4 , -0.000999965 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3C4F.lig
3CCT , 573.641 , 18 , -1.001 , 9 , 4 , 2 , 4.6845 , 134.85 , 3.65483 , 0.183298 , -6.97589 , 0 , CC(C)c1c(C(=O)Nc2ccccc2O)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-]
3CCW , 496.559 , 17 , -1.003 , 9 , 3 , 2 , 2.3846 , 127.51 , 3.55205 , 0.355725 , -4.76199 , 0 , CC(C)c1c(C(=O)NCc2ccccc2)nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-]
3CCZ , 526.585 , 19 , -0.994998 , 10 , 4 , 3 , 1.918 , 147.74 , 3.89773 , 0.269319 , -4.61044 , 0 , CC(C)c1c(C(=O)N[C@H](CO)c2ccccc2)nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-]
3CD0 , 514.549 , 17 , -1.002 , 10 , 3 , 2 , 2.5237 , 127.51 , 3.68764 , 0.34321 , -4.98382 , 0 , CC(C)n1c(C(=O)NCc2ccc(F)cc2)nc(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)[O-]
3CD5 , 517.645 , 15 , -0.999 , 7 , 3 , 2 , 3.8807 , 114.62 , 3.67175 , 0.335402 , -6.0139 , 0 , CCc1c(C(=O)Nc2ccc(-c3ccccc3)cc2)c2c(n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-])CCCCC2
3CD7 , 575.632 , 17 , -0.997 , 9 , 3 , 2 , 5.118 , 114.62 , 3.62719 , 0.217919 , -7.31057 , 0 , CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1C(=O)Nc1ccccc1
3CDA , 636.721 , 19 , -0.998998 , 12 , 5 , 2 , 3.6263 , 174.78 , 3.74452 , 0.175739 , -6.60413 , 0 , CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)Nc1ccc(S(N)(=O)=O)cc1
3CDB , 654.711 , 19 , -0.998002 , 13 , 5 , 2 , 3.7654 , 174.78 , 3.83019 , 0.162343 , -6.82262 , 0 , CC(C)c1c(S(=O)(=O)Nc2ccc(C(N)=O)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-]
