PDB	Family	Protein Type	Subtype	CrossDocking_Family	RMSD mmaker	Atoms Between	Rotatable	MW	Charge	2010/2012	Checked By
3F19	MMP	MMP	12	MMP	0.448	158	9	292.288	0	2010	sm/tb
3F1A	MMP	MMP	12	MMP	0.46	158	6	248.235	0	2010	sm/tb
3EHX	MMP	MMP	12	MMP	0.477	158	4	458.676	0	2010	sm/tb
3F16	MMP	MMP	12	MMP	0.489	158	12	334.35	0	2010	sm/tb
3EHY	MMP	MMP	12	MMP	0.49	158	6	346.427	-1	2010	sm/tb
1GKC	MMP	MMP	9	MMP	0.567	143	12	315.413	0	2012	sm/tb
2USN	MMP	MMP	3	MMP	0.646	148	6	208.154	-2	2010	sm/tb
1USN	MMP	MMP	3	MMP	0.75	148	8	427.379	0	2010	sm/tb
830C	MMP	MMP	13	--	--	--	--	--	--	2021	CC
1JYS	MTA_SAH_NUCLEOSIDASE	MTA_SAH_NUCLEOSIDASE	--	--	0	226	1	135.128	0	2010	sm/tb
1NC1	MTA_SAH_NUCLEOSIDASE	MTA_SAH_NUCLEOSIDASE	--	--	1.01	196	6	296.35	0	2010	sm/tb
1NC3	MTA_SAH_NUCLEOSIDASE	MTA_SAH_NUCLEOSIDASE	--	--	1.02	197	6	267.244	0	2010	sm/tb
1E6Q	Myrosinase	Myrosinase	--	--	0	499	5	202.17	0	2010	sm/tb
1E6S	Myrosinase	Myrosinase	--	--	0.06	499	7	192.172	0	2010	sm/tb
1.00E+72	Myrosinase	Myrosinase	--	--	0.064	499	7	192.172	0	2010	sm/tb
1R1H	Neprilysin	Neprilysin	--	--	--	--	9	417.421	-1	2012	sm/tb
5JMY	Neprilysin	Neprilysin	--	--	--	--	--	--	--	2021	CC
1A4G	Neuraminidase	Neuraminidase	B	Neuraminidase	0	390	11	332.314	0	2010	sm/tb
1NSD	Neuraminidase	Neuraminidase	B	Neuraminidase	0.171	390	10	290.25	-1	2010	sm/tb
1A4Q	Neuraminidase	Neuraminidase	B	Neuraminidase	0.203	390	10	389.451	0	2010	sm/tb
1VCJ	Neuraminidase	Neuraminidase	B	Neuraminidase	0.275	386	9	349.43	0	2010	sm/tb
1INF	Neuraminidase	Neuraminidase	B	Neuraminidase	0.3	387	5	236.23	0	2010	sm/tb
1B9T	Neuraminidase	Neuraminidase	B	Neuraminidase	0.325	388	8	322.321	0	2010	sm/tb
1B9S	Neuraminidase	Neuraminidase	B	Neuraminidase	0.331	388	8	291.327	-1	2010	sm/tb
1IVB	Neuraminidase	Neuraminidase	B	Neuraminidase	0.367	386	4	239.164	-1	2010	sm/tb
3CKZ	Neuraminidase	Neuraminidase	A	Neuraminidase	0.844	263	17	654.711	-1	2010	sm/tb
1INW	Neuraminidase	Neuraminidase	A	Neuraminidase	0.847	258	10	327.228	-2	2010	sm/tb
3CL0	Neuraminidase	Neuraminidase	A	Neuraminidase	0.849	264	11	332.314	0	2010	sm/tb
1IVF	Neuraminidase	Neuraminidase	A	Neuraminidase	0.866	259	10	290.25	-1	2010	sm/tb
2HU0	Neuraminidase	Neuraminidase	A	Neuraminidase	0.869	257	7	284.356	0	2010	sm/tb
2BAT	Neuraminidase	Neuraminidase	A	Neuraminidase	0.87	260	11	308.265	-1	2010	sm/tb
2HU4	Neuraminidase	Neuraminidase	A	Neuraminidase	0.888	262	7	284.356	0	2010	sm/tb
2HTU	Neuraminidase	Neuraminidase	A	Neuraminidase	0.928	255	10	328.412	0	2010	sm/tb
2HT8	Neuraminidase	Neuraminidase	A	Neuraminidase	0.93	253	7	284.356	0	2010	sm/tb
2HTR	Neuraminidase	Neuraminidase	A	Neuraminidase	0.935	257	10	290.25	-1	2010	sm/tb
2QWI	Neuraminidase	Neuraminidase	A	Neuraminidase	0.935	251	9	341.367	0	2010	sm/tb
1XOG	Neuraminidase	Neuraminidase	A	Neuraminidase	0.936	250	8	300.332	-1	2010	sm/tb
2HTW	Neuraminidase	Neuraminidase	A	Neuraminidase	0.936	263	10	290.25	-1	2010	sm/tb
1NNB	Neuraminidase	Neuraminidase	A	Neuraminidase	0.94	251	10	290.25	-1	2010	sm/tb
1NNC	Neuraminidase	Neuraminidase	A	Neuraminidase	0.942	253	11	332.314	0	2010	sm/tb
2QWF	Neuraminidase	Neuraminidase	A	Neuraminidase	0.943	253	9	341.367	0	2010	sm/tb
1F8B	Neuraminidase	Neuraminidase	A	Neuraminidase	0.946	253	10	290.25	-1	2010	sm/tb
2HT7	Neuraminidase	Neuraminidase	A	Neuraminidase	0.946	254	7	284.356	0	2010	sm/tb
2HTQ	Neuraminidase	Neuraminidase	A	Neuraminidase	0.946	252	11	332.314	0	2010	sm/tb
1F8D	Neuraminidase	Neuraminidase	A	Neuraminidase	0.948	253	9	290.273	0	2010	sm/tb
1BJI	Neuraminidase	Neuraminidase	A	Neuraminidase	0.949	253	10	389.451	0	2010	sm/tb
1F8E	Neuraminidase	Neuraminidase	A	Neuraminidase	0.95	254	8	290.296	1	2010	sm/tb
1L7G	Neuraminidase	Neuraminidase	A	Neuraminidase	0.95	254	10	328.412	0	2010	sm/tb
1MWE	Neuraminidase	Neuraminidase	A	Neuraminidase	0.95	254	11	308.265	-1	2010	sm/tb
1XOE	Neuraminidase	Neuraminidase	A	Neuraminidase	0.95	252	8	300.355	0	2010	sm/tb
2QWC	Neuraminidase	Neuraminidase	A	Neuraminidase	0.951	254	10	290.25	-1	2010	sm/tb
2QWG	Neuraminidase	Neuraminidase	A	Neuraminidase	0.951	254	7	299.327	0	2010	sm/tb
2QWD	Neuraminidase	Neuraminidase	A	Neuraminidase	0.952	254	9	290.273	0	2010	sm/tb
2QWJ	Neuraminidase	Neuraminidase	A	Neuraminidase	0.952	254	7	299.327	0	2010	sm/tb
1L7F	Neuraminidase	Neuraminidase	A	Neuraminidase	0.953	255	10	328.412	0	2010	sm/tb
1F8C	Neuraminidase	Neuraminidase	A	Neuraminidase	0.954	255	9	290.273	0	2010	sm/tb
2QWH	Neuraminidase	Neuraminidase	A	Neuraminidase	0.955	255	7	284.356	0	2010	sm/tb
2QWE	Neuraminidase	Neuraminidase	A	Neuraminidase	0.958	255	11	332.314	0	2010	sm/tb
2QWK	Neuraminidase	Neuraminidase	A	Neuraminidase	0.962	255	7	284.356	0	2010	sm/tb
1L7H	Neuraminidase	Neuraminidase	A	Neuraminidase	0.963	256	10	328.412	0	2010	sm/tb
1B9V	Neuraminidase	Neuraminidase	--	--	--	--	--	--	--	2021	CC
1EUS	Neuraminidase	Neuraminidase	--	--	--	--	10	290.25	-1	2010	sm/tb
1MZ6	Neuraminidase	Neuraminidase	--	--	--	--	10	290.25	-1	2010	sm/tb
1N1T	Neuraminidase	Neuraminidase	--	--	--	--	10	290.25	-1	2010	sm/tb
1N1V	Neuraminidase	Neuraminidase	--	--	--	--	10	290.25	-1	2010	sm/tb
1N1Y	Neuraminidase	Neuraminidase	--	--	--	--	11	308.265	-1	2010	sm/tb
1V3C	Neuraminidase	Neuraminidase	--	--	--	--	11	308.265	-1	2010	sm/tb
1V3D	Neuraminidase	Neuraminidase	--	--	--	--	10	290.25	-1	2010	sm/tb
1V3E	Neuraminidase	Neuraminidase	--	--	--	--	11	332.314	0	2010	sm/tb
2F10	Neuraminidase	Neuraminidase	--	--	--	--	10	328.412	0	2010	sm/tb
2SIM	Neuraminidase	Neuraminidase	--	--	--	--	6	397.952	0	2010	sm/tb
3B50	Neuraminidase	Neuraminidase	--	--	--	--	14	474.768	0	2010	sm/tb
4SLI	Neuraminidase	Neuraminidase	--	--	--	--	12	332.331	-1	2010	sm/tb
1MMV	Nitric_Oxide_Synthase	Nitric_Oxide_Synthase	--	--	--	--	9	217.291	1	2012	sm/tb
1MMW	Nitric_Oxide_Synthase	Nitric_Oxide_Synthase	--	--	--	--	9	199.253	0	2012	sm/tb
1QW6	Nitric_Oxide_Synthase	Nitric_Oxide_Synthase	--	--	--	--	--	--	--	2021	CC
1EIX	OMP_Decarboxylase	OMP_Decarboxylase	--	OMP_Decarboxylase	0	462	6	337.16	-3	2010	sm/tb
1DBT	OMP_Decarboxylase	OMP_Decarboxylase	--	OMP_Decarboxylase	0.953	391	6	322.168	-2	2010	sm/tb
1LOR	OMP_Decarboxylase	OMP_Decarboxylase	--	OMP_Decarboxylase	1.085	123	6	337.16	-3	2010	sm/tb
1LOQ	OMP_Decarboxylase	OMP_Decarboxylase	--	OMP_Decarboxylase	1.102	121	6	322.168	-2	2010	sm/tb
1LOS	OMP_Decarboxylase	OMP_Decarboxylase	--	OMP_Decarboxylase	1.156	175	6	323.156	-2	2010	sm/tb
1DVJ	OMP_Decarboxylase	OMP_Decarboxylase	--	OMP_Decarboxylase	1.179	129	6	323.156	-2	2010	sm/tb
1DQX	OMP_Decarboxylase	OMP_Decarboxylase	--	OMP_Decarboxylase	1.19	87	6	337.16	-3	2010	sm/tb
1DUV	Ornithine_Transcarbamoylase	Ornithine_Transcarbamoylase	--	--	--	--	10	288.221	-2	2010	sm/tb
1OTH	Ornithine_Transcarbamoylase	Ornithine_Transcarbamoylase	--	--	--	--	9	251.156	-3	2010	sm/tb
1EFY	PARP	PARP	--	--	--	--	4	267.287	0	2012	sm/tb
4TVJ	PARP	PARP	1	--	--	--	--	--	--	2021	CC
3L3M	PARP	PARP	--	--	--	--	--	--	--	2021	CC
1AI5	Penicillin_Acylase	Penicillin_Acylase	--	--	0	763	2	180.14	-1	2010	sm/tb
1GM7	Penicillin_Acylase	Penicillin_Acylase	--	--	0.339	763	5	333.388	-1	2012	sm/tb
1GM8	Penicillin_Acylase	Penicillin_Acylase	--	--	0.385	763	5	349.387	-1	2012	sm/tb
1GM9	Penicillin_Acylase	Penicillin_Acylase	--	--	0.407	762	5	349.387	-1	2012	sm/tb
1OYN	Phosphodiesterase	Phosphodiesterase	4D	Phosphodiesterase	0	334	4	275.348	0	2010	sm/tb
1XON	Phosphodiesterase	Phosphodiesterase	4D	Phosphodiesterase	0.366	321	6	381.258	0	2010	sm/tb
1XOR	Phosphodiesterase	Phosphodiesterase	4D	Phosphodiesterase	0.375	320	4	268.22	0	2010	sm/tb
1XOQ	Phosphodiesterase	Phosphodiesterase	4D	Phosphodiesterase	0.403	324	8	403.212	0	2010	sm/tb
1XOM	Phosphodiesterase	Phosphodiesterase	--	Phosphodiesterase	0.434	324	6	342.415	-1	2012	sm/tb
1XLZ	Phosphodiesterase	Phosphodiesterase	--	Phosphodiesterase	0.499	315	8	292.335	0	2012	sm/tb
1XLX	Phosphodiesterase	Phosphodiesterase	--	Phosphodiesterase	0.504	314	6	342.415	-1	2012	sm/tb
1XN0	Phosphodiesterase	Phosphodiesterase	--	Phosphodiesterase	0.519	315	4	275.348	0	2012	sm/tb
1XM4	Phosphodiesterase	Phosphodiesterase	--	Phosphodiesterase	0.525	315	6	381.258	0	2012	sm/tb
1XMU	Phosphodiesterase	Phosphodiesterase	--	Phosphodiesterase	0.527	315	8	403.212	0	2012	sm/tb
1XM6	Phosphodiesterase	Phosphodiesterase	4B	Phosphodiesterase	0.541	318	5	265.309	0	2012	sm/tb
1XOS	Phosphodiesterase	Phosphodiesterase	--	Phosphodiesterase	0.544	316	7	474.584	0	2012	sm/tb
1XMY	Phosphodiesterase	Phosphodiesterase	--	Phosphodiesterase	0.546	317	4	275.348	0	2012	sm/tb
1XOT	Phosphodiesterase	Phosphodiesterase	--	Phosphodiesterase	0.557	314	8	488.611	0	2012	sm/tb
1XP0	Phosphodiesterase	Phosphodiesterase	--	Phosphodiesterase	0.868	216	8	488.611	0	2012	sm/tb
1XOZ	Phosphodiesterase	Phosphodiesterase	--	Phosphodiesterase	0.933	216	1	389.411	0	2012	sm/tb
1UDT	Phosphodiesterase 	Phosphodiesterase 	5	--	--	--	--	--	--	2021	CC
1HN4	Phospholipase	Phospholipase	A2	Phospholipase_A2 (Ref)	0	256	24	491.548	-1	2010	sm/tb
2B00	Phospholipase	Phospholipase	A2	Phospholipase_A2	0.526	106	10	464.622	-1	2010	sm/tb
2AZY	Phospholipase	Phospholipase	A2	Phospholipase_A2	0.553	105	7	406.562	0	2010	sm/tb
2AZZ	Phospholipase	Phospholipase	A2	Phospholipase_A2	0.601	106	11	514.704	-1	2010	sm/tb
3HSW	Phospholipase	Phospholipase	A2	Phospholipase_A2	0.665	113	17	662.423	-1	2010	sm/tb
2B01	Phospholipase	Phospholipase	A2	Phospholipase_A2	0.681	105	10	498.704	-1	2010	sm/tb
1OYF	Phospholipase	Phospholipase	A2	Phospholipase_A2	0.719	70	6	130.23	0	2010	sm/tb
1KPM	Phospholipase	Phospholipase	A2	Phospholipase_A2	0.721	69	13	430.714	0	2010	sm/tb
2QVD	Phospholipase	Phospholipase	A2	Phospholipase_A2	0.732	67	2	336.367	1	2010	sm/tb
1SV9	Phospholipase	Phospholipase	A2	Phospholipase_A2	0.737	66	4	295.144	-1	2010	sm/tb
1SV3	Phospholipase	Phospholipase	A2	Phospholipase_A2	0.753	66	2	151.142	-1	2010	sm/tb
3H1X	Phospholipase	Phospholipase	A2	Phospholipase_A2	0.783	66	5	514.215	0	2010	sm/tb
2OYF	Phospholipase	Phospholipase	A2	Phospholipase_A2	0.789	66	2	174.179	-1	2010	sm/tb
1KQU	Phospholipase	Phospholipase	A2	Phospholipase_A2	0.84	91	15	394.534	-1	2010	sm/tb
1KVO	Phospholipase	Phospholipase	A2	Phospholipase_A2	0.891	91	17	502.697	-1	2010	sm/tb
4XE0	PI3Kd	PI3Kd	--	--	--	--	--	--	--	2021	CC
1FM9	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0	288	12	545.614	-1	2012	sm/tb
3ET3	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.466	264	7	388.421	-1	2012	sm/tb
2Q6S	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.502	231	6	403.201	-1	2012	sm/tb
3FEJ	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.516	255	9	431.68	-1	2012	sm/tb
2Q61	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.519	248	5	392.885	-1	2012	sm/tb
2GTK	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.532	254	8	437.902	-1	2012	sm/tb
2Q5S	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.555	248	5	427.33	-1	2012	sm/tb
2Q6R	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.557	228	6	422.911	-1	2012	sm/tb
3ET0	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.561	254	10	388.53	1	2012	sm/tb
2HWR	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.588	256	12	548.658	-1	2012	sm/tb
3PBA	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.612	249	5	622.931	-1	2012	sm/tb
2HWQ	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.621	245	12	520.605	-1	2012	sm/tb
2FVJ	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.646	253	10	542.675	0	2012	sm/tb
3FUR	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.649	246	9	430.932	-1	2012	sm/tb
2Q5P	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.687	249	10	526.489	-1	2012	sm/tb
3LMP	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.697	264	8	485.493	0	2012	sm/tb
3ET1	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.703	246	4	218.232	-1	2012	sm/tb
3FEI	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.736	244	13	554.092	1	2012	sm/tb
3ET2	PPAR_Kinase	PPAR_Kinase	--	PPAR_Kinase	0.852	247	7	388.421	-1	2012	sm/tb
2P54	PPAR_Kinase	PPAR_Kinase	--	--	--	--	--	--	--	2021	CC
2ZNP	PPAR_Kinase	PPAR_Kinase	--	--	--	--	--	--	--	2021	CC
1A28	Progesterone_Receptor	Progesterone_Receptor	--	--	0	251	1	314.468	0	2010	sm/tb
1SQN	Progesterone_Receptor	Progesterone_Receptor	--	--	0.249	248	2	298.425	0	2012	sm/tb
1SR7	Progesterone_Receptor	Progesterone_Receptor	--	--	0.362	249	6	521.437	0	2012	sm/tb
3KBA	Progesterone_Receptor	Progesterone_Receptor	--	--	--	--	--	--	--	2021	CC
3D90	Progesterone_Receptor	Progesterone_Receptor	--	--	--	--	--	--	--	2020	CC
1C83	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase 	0	297	4	246.179	-2	2010	sm/tb
1C88	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.17	297	4	269.258	-1	2010	sm/tb
1C87	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.248	297	4	269.235	-2	2010	sm/tb
1C84	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.264	297	4	257.202	-2	2010	sm/tb
1C86	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.268	296	4	269.235	-2	2010	sm/tb
2BGE	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.36	297	1	212.229	0	2010	sm/tb
1BZJ	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.391	297	3	299.147	-3	2010	sm/tb
1QXK	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.437	278	19	517.512	-1	2010	sm/tb
1KAV	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.438	290	9	466.263	-4	2010	sm/tb
1BZC	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.45	294	10	427.278	-3	2010	sm/tb
1G7G	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.458	295	22	596.614	-3	2010	sm/tb
1T49	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.475	267	12	395.909	1	2010	sm/tb
1PYN	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.491	269	21	602.595	-2	2010	sm/tb
1T48	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.514	267	9	658.345	0	2010	sm/tb
1G7F	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.525	291	19	540.55	-3	2010	sm/tb
1Q6S	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.534	272	9	736.608	-4	2010	sm/tb
1Q6M	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.541	264	10	681.424	-4	2010	sm/tb
1Q6T	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.552	270	13	822.741	-4	2010	sm/tb
1Q6P	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	Protein_Tyrosine_Phosphatase	0.557	268	9	671.533	-4	2010	sm/tb
2AZR	Protein_Tyrosine_Phosphatase	Protein_Tyrosine_Phosphatase	1B	--	--	--	--	--	--	2021	CC
1B8O	Purine_Nucleoside_Phosphorylase	Purine_Nucleoside_Phosphorylase	--	--	0	280	5	267.265	1	2012	sm/tb
1V48	Purine_Nucleoside_Phosphorylase	Purine_Nucleoside_Phosphorylase	--	--	0.532	255	7	335.207	-2	2012	sm/tb
1ULB	Purine_Nucleoside_Phosphorylase	Purine_Nucleoside_Phosphorylase	--	--	0.645	259	1	151.128	0	2010	sm/tb
3BGS	Purine_Nucleoside_Phosphorylase	Purine_Nucleoside_Phosphorylase	--	--	--	--	--	--	--	2021	CC
1Q1G	Purine_Nucleoside_Phosphorylase	Purine_Nucleoside_Phosphorylase	--	--	--	--	5	297.358	1	2012	sm/tb
1JN4	Ribonuclease_A	Ribonuclease_A	--	Ribonuclease_A 	0	124	14	635.378	-2	2010	sm/tb
1O0F	Ribonuclease_A	Ribonuclease_A	--	Ribonuclease_A	0.285	123	8	423.172	-4	2010	sm/tb
1O0H	Ribonuclease_A	Ribonuclease_A	--	Ribonuclease_A	0.304	123	9	424.18	-3	2010	sm/tb
1AFK	Ribonuclease_A	Ribonuclease_A	--	Ribonuclease_A	0.308	124	10	502.144	-5	2010	sm/tb
1Z6S	Ribonuclease_A	Ribonuclease_A	--	Ribonuclease_A	0.321	123	7	345.208	-2	2010	sm/tb
1QHC	Ribonuclease_A	Ribonuclease_A	--	Ribonuclease_A	0.324	124	16	791.305	-6	2010	sm/tb
1O0N	Ribonuclease_A	Ribonuclease_A	--	Ribonuclease_A	0.326	123	6	322.168	-2	2010	sm/tb
1O0M	Ribonuclease_A	Ribonuclease_A	--	Ribonuclease_A	0.333	123	6	322.168	-2	2010	sm/tb
1W4Q	Ribonuclease_A	Ribonuclease_A	--	Ribonuclease_A	0.336	123	5	324.159	-2	2010	sm/tb
1W4O	Ribonuclease_A	Ribonuclease_A	--	Ribonuclease_A	0.358	123	6	322.168	-2	2010	sm/tb
1W4P	Ribonuclease_A	Ribonuclease_A	--	Ribonuclease_A	0.373	123	5	306.169	-2	2010	sm/tb
1ROB	Ribonuclease_A	Ribonuclease_A	--	Ribonuclease_A	0.447	123	7	321.183	-2	2010	sm/tb
1U1B	Ribonuclease_A	Ribonuclease_A	--	Ribonuclease_A	0.498	123	16	805.332	-6	2010	sm/tb
4RSK	Ribonuclease_A	Ribonuclease_A	--	Ribonuclease_A	0.666	122	6	322.168	-2	2010	sm/tb
1BIR	Ribonuclease_T1	Ribonuclease_T1	--	Ribonuclease_T1 	0	104	7	361.208	-2	2010	sm/tb
1RNT	Ribonuclease_T1	Ribonuclease_T1	--	Ribonuclease_T1	0.288	104	7	361.208	-2	2010	sm/tb
2AAD	Ribonuclease_T1	Ribonuclease_T1	--	Ribonuclease_T1	0.305	104	7	361.208	-2	2010	sm/tb
3BIR	Ribonuclease_T1	Ribonuclease_T1	--	Ribonuclease_T1	0.323	104	6	366.425	0	2010	sm/tb
1RGK	Ribonuclease_T1	Ribonuclease_T1	--	Ribonuclease_T1	0.37	104	7	345.208	-2	2010	sm/tb
1RGL	Ribonuclease_T1	Ribonuclease_T1	--	Ribonuclease_T1	0.387	104	7	361.208	-2	2010	sm/tb
5BIR	Ribonuclease_T1	Ribonuclease_T1	--	Ribonuclease_T1	0.405	103	7	361.208	-2	2010	sm/tb
1MRG	Ribosome_Inactivating_Protein	Ribosome_Inactivating_Protein	--	--	0	246	1	149.155	0	2010	sm/tb
1MRK	Ribosome_Inactivating_Protein	Ribosome_Inactivating_Protein	--	--	0.584	240	6	267.244	0	2010	sm/tb
3STD	Scytalone_Dehydratase	Scytalone_Dehydratase	--	--	0	162	6	364.45	0	2010	sm/tb
7STD	Scytalone_Dehydratase	Scytalone_Dehydratase	--	--	0.3	162	5	334.672	0	2010	sm/tb
5STD	Scytalone_Dehydratase	Scytalone_Dehydratase	--	--	0.334	162	5	375.421	0	2010	sm/tb
6STD	Scytalone_Dehydratase	Scytalone_Dehydratase	--	--	0.342	162	5	413.162	0	2010	sm/tb
4STD	Scytalone_Dehydratase	Scytalone_Dehydratase	--	--	0.364	162	5	338.176	0	2010	sm/tb
2STD	Scytalone_Dehydratase	Scytalone_Dehydratase	--	--	0.554	152	11	502.168	-4	2010	sm/tb
4SGA	SG_Protease_A	SG_Protease_A	--	--	0	181	12	471.533	-1	2010	sm/tb
5SGA	SG_Protease_A	SG_Protease_A	--	--	0.043	181	13	487.533	-1	2010	sm/tb
1XBB	Spleen_Tyrosine_Kinase	Spleen_Tyrosine_Kinase	--	--	0	268	7	493.611	0	2010	sm/tb
1XBC	Spleen_Tyrosine_Kinase	Spleen_Tyrosine_Kinase	--	--	0.514	261	2	465.531	1	2010	sm/tb
3EL8	SRC_Kinase	SRC_Kinase	--	--	--	--	--	--	--	2021	CC
1DF8	Streptavidin	Streptavidin	--	Streptavidin 	0	118	5	243.307	-1	2010	sm/tb
1STP	Streptavidin	Streptavidin	--	Streptavidin	0.363	116	5	243.307	-1	2010	sm/tb
1SRI	Streptavidin	Streptavidin	--	Streptavidin	0.365	115	5	269.28	-1	2010	sm/tb
2IZL	Streptavidin	Streptavidin	--	Streptavidin	0.376	118	5	243.33	0	2010	sm/tb
1SRG	Streptavidin	Streptavidin	--	Streptavidin	0.388	115	5	255.253	-1	2010	sm/tb
1SRJ	Streptavidin	Streptavidin	--	Streptavidin	0.39	114	5	291.286	-1	2010	sm/tb
1SWR	Streptavidin	Streptavidin	--	Streptavidin	0.391	116	5	243.307	-1	2010	sm/tb
1SWP	Streptavidin	Streptavidin	--	Streptavidin	0.448	116	5	243.307	-1	2010	sm/tb
1LI6	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme 	0	162	0	81.1173	0	2010	sm/tb
181L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.171	162	0	78.1136	0	2010	sm/tb
186L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.171	162	3	134.221	0	2010	sm/tb
187L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.179	162	0	106.167	0	2010	sm/tb
182L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.218	162	0	118.135	0	2010	sm/tb
185L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.228	162	0	117.15	0	2010	sm/tb
188L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.278	161	0	106.167	0	2010	sm/tb
184L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.279	161	2	134.221	0	2010	sm/tb
2OU0	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.281	162	0	81.1173	0	2010	sm/tb
183L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.283	161	0	116.163	0	2010	sm/tb
2OTZ	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.328	162	1	107.155	0	2010	sm/tb
1XEP	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.367	160	2	110.112	0	2010	sm/tb
2OTY	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.378	160	0	147.003	0	2010	sm/tb
4TMN	Thermolysin	Thermolysin	--	Thermolysin 	0	316	16	517.519	-2	2010	sm/tb
1Z9G	Thermolysin	Thermolysin	--	Thermolysin	0.101	316	7	251.306	-2	2010	sm/tb
2TMN	Thermolysin	Thermolysin	--	Thermolysin	0.105	316	5	334.672	0	2010	sm/tb
6TMN	Thermolysin	Thermolysin	--	Thermolysin	0.105	316	16	470.459	-2	2010	sm/tb
5TMN	Thermolysin	Thermolysin	--	Thermolysin	0.106	316	16	469.475	-2	2010	sm/tb
1TLP	Thermolysin	Thermolysin	--	Thermolysin	0.119	316	15	541.495	-2	2010	sm/tb
1ZDP	Thermolysin	Thermolysin	--	Thermolysin	0.126	316	7	251.306	-2	2010	sm/tb
1HYT	Thermolysin	Thermolysin	--	Thermolysin	0.127	316	5	206.198	-2	2010	sm/tb
